Question,Event Category,Region,City
What are you most likely to do when you're stressed,Work-out,Missouri,Springfield
What are you most likely to do when you're stressed,Work-out,Texas,Waxahachie
What are you most likely to do when you're stressed,Work-out,Texas,Mesquite
What are you most likely to do when you're stressed,Work-out,Texas,Mesquite
What are you most likely to do when you're stressed,Work-out,Indiana,Charlestown
What are you most likely to do when you're stressed,Work-out,Georgia,Louisville
What are you most likely to do when you're stressed,Work-out,New York,Athens
What are you most likely to do when you're stressed,Work-out,Florida,North Lauderdale
What are you most likely to do when you're stressed,Work-out,Alabama,Decatur
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Tennessee,Dayton
What are you most likely to do when you're stressed,Work-out,Pennsylvania,Pittsburgh
What are you most likely to do when you're stressed,Work-out,Texas,Burleson
What are you most likely to do when you're stressed,Work-out,Washington,Longview
What are you most likely to do when you're stressed,Work-out,Missouri,Belton
What are you most likely to do when you're stressed,Work-out,Michigan,Davison
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Florida,Pembroke Pines
What are you most likely to do when you're stressed,Work-out,Colorado,Durango
What are you most likely to do when you're stressed,Work-out,Iowa,Bellevue
What are you most likely to do when you're stressed,Work-out,(not set),(not set)
What are you most likely to do when you're stressed,Work-out,Washington,Seattle
What are you most likely to do when you're stressed,Work-out,Alaska,Nome
What are you most likely to do when you're stressed,Work-out,Colorado,Denver
What are you most likely to do when you're stressed,Work-out,Washington,Seattle
What are you most likely to do when you're stressed,Work-out,New York,New York
What are you most likely to do when you're stressed,Work-out,Texas,Fort Worth
What are you most likely to do when you're stressed,Work-out,Virginia,Salem
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Ohio,Bellbrook
What are you most likely to do when you're stressed,Work-out,Arizona,Phoenix
What are you most likely to do when you're stressed,Work-out,Alaska,Anchorage
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Arizona,Phoenix
What are you most likely to do when you're stressed,Work-out,Montana,Missoula
What are you most likely to do when you're stressed,Work-out,Louisiana,New Orleans
What are you most likely to do when you're stressed,Work-out,Alabama,Birmingham
What are you most likely to do when you're stressed,Work-out,North Carolina,(not set)
What are you most likely to do when you're stressed,Work-out,Colorado,Highlands Ranch
What are you most likely to do when you're stressed,Work-out,New York,New York
What are you most likely to do when you're stressed,Work-out,North Carolina,Mocksville
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,Oregon,Medford
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,Indiana,Mitchell
What are you most likely to do when you're stressed,Work-out,Georgia,Fort Oglethorpe
What are you most likely to do when you're stressed,Work-out,Florida,Sunset
What are you most likely to do when you're stressed,Work-out,Connecticut,Suffield
What are you most likely to do when you're stressed,Work-out,Michigan,Saginaw
What are you most likely to do when you're stressed,Work-out,Texas,Raymondville
What are you most likely to do when you're stressed,Work-out,Florida,Melbourne
What are you most likely to do when you're stressed,Work-out,North Carolina,Charlotte
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Mississippi,Gautier
What are you most likely to do when you're stressed,Work-out,Nebraska,Omaha
What are you most likely to do when you're stressed,Work-out,New York,Walworth
What are you most likely to do when you're stressed,Work-out,New Jersey,Roxbury Township
What are you most likely to do when you're stressed,Work-out,New York,New York
What are you most likely to do when you're stressed,Work-out,Kentucky,Glasgow
What are you most likely to do when you're stressed,Work-out,Florida,Sunrise
What are you most likely to do when you're stressed,Work-out,Minnesota,Karlstad
What are you most likely to do when you're stressed,Work-out,Illinois,Evergreen Park
What are you most likely to do when you're stressed,Work-out,California,Yorba Linda
What are you most likely to do when you're stressed,Work-out,Florida,Miami
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Tennessee,Nashville
What are you most likely to do when you're stressed,Work-out,Texas,El Paso
What are you most likely to do when you're stressed,Work-out,Colorado,Aurora
What are you most likely to do when you're stressed,Work-out,Oregon,Portland
What are you most likely to do when you're stressed,Work-out,Florida,Ensley
What are you most likely to do when you're stressed,Work-out,Texas,Mansfield
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Wyoming,Sheridan
What are you most likely to do when you're stressed,Work-out,Washington,West Richland
What are you most likely to do when you're stressed,Work-out,Washington,Seattle
What are you most likely to do when you're stressed,Work-out,New York,New York
What are you most likely to do when you're stressed,Work-out,Minnesota,Duluth
What are you most likely to do when you're stressed,Work-out,Florida,Miami
What are you most likely to do when you're stressed,Work-out,Florida,Doral
What are you most likely to do when you're stressed,Work-out,Wisconsin,Kaukauna
What are you most likely to do when you're stressed,Work-out,California,San Jose
What are you most likely to do when you're stressed,Work-out,Florida,Tallahassee
What are you most likely to do when you're stressed,Work-out,Kansas,Overland Park
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,California,Arcata
What are you most likely to do when you're stressed,Work-out,Texas,Irving
What are you most likely to do when you're stressed,Work-out,Vermont,Manchester
What are you most likely to do when you're stressed,Work-out,North Carolina,Fayetteville
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,North Carolina,(not set)
What are you most likely to do when you're stressed,Work-out,Texas,Garland
What are you most likely to do when you're stressed,Work-out,North Carolina,Hendersonville
What are you most likely to do when you're stressed,Work-out,New Jersey,Jackson
What are you most likely to do when you're stressed,Work-out,New Jersey,Newark
What are you most likely to do when you're stressed,Work-out,Texas,El Paso
What are you most likely to do when you're stressed,Work-out,Arizona,Casas Adobes
What are you most likely to do when you're stressed,Work-out,Texas,Fort Worth
What are you most likely to do when you're stressed,Work-out,Illinois,Springfield
What are you most likely to do when you're stressed,Work-out,New Hampshire,Wolfeboro
What are you most likely to do when you're stressed,Work-out,Iowa,Marion
What are you most likely to do when you're stressed,Work-out,North Carolina,Hampstead
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Arkansas,Springdale
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Georgia,Carrollton
What are you most likely to do when you're stressed,Work-out,Florida,Cutler Bay
What are you most likely to do when you're stressed,Work-out,Minnesota,Minneapolis
What are you most likely to do when you're stressed,Work-out,Florida,Bee Ridge
What are you most likely to do when you're stressed,Work-out,North Dakota,Grand Forks
What are you most likely to do when you're stressed,Work-out,New Jersey,Clifton
What are you most likely to do when you're stressed,Work-out,Minnesota,Rochester
What are you most likely to do when you're stressed,Work-out,North Carolina,Fayetteville
What are you most likely to do when you're stressed,Work-out,Pennsylvania,Walnut Bottom
What are you most likely to do when you're stressed,Work-out,Maryland,Carney
What are you most likely to do when you're stressed,Work-out,Colorado,Burlington
What are you most likely to do when you're stressed,Work-out,Arizona,Phoenix
What are you most likely to do when you're stressed,Work-out,North Carolina,Cary
What are you most likely to do when you're stressed,Work-out,South Carolina,Florence
What are you most likely to do when you're stressed,Work-out,Colorado,Denver
What are you most likely to do when you're stressed,Work-out,New Jersey,Jersey City
What are you most likely to do when you're stressed,Work-out,Florida,Bayonet Point
What are you most likely to do when you're stressed,Work-out,Florida,Miami Gardens
What are you most likely to do when you're stressed,Work-out,Pennsylvania,Ligonier
What are you most likely to do when you're stressed,Work-out,Kansas,Hays
What are you most likely to do when you're stressed,Work-out,New Jersey,Clifton
What are you most likely to do when you're stressed,Work-out,Massachusetts,Boston
What are you most likely to do when you're stressed,Work-out,Georgia,Perry
What are you most likely to do when you're stressed,Work-out,New York,New York
What are you most likely to do when you're stressed,Work-out,Arizona,Bullhead City
What are you most likely to do when you're stressed,Work-out,Ohio,Delphos
What are you most likely to do when you're stressed,Work-out,Oregon,Medford
What are you most likely to do when you're stressed,Work-out,South Dakota,Aberdeen
What are you most likely to do when you're stressed,Work-out,California,Claremont
What are you most likely to do when you're stressed,Work-out,Ohio,Cincinnati
What are you most likely to do when you're stressed,Work-out,California,Lancaster
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,New Mexico,Las Cruces
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Michigan,Norton Shores
What are you most likely to do when you're stressed,Work-out,Georgia,Leesburg
What are you most likely to do when you're stressed,Work-out,Florida,Port St. Lucie
What are you most likely to do when you're stressed,Work-out,Texas,Baytown
What are you most likely to do when you're stressed,Work-out,Wisconsin,Appleton
What are you most likely to do when you're stressed,Work-out,Florida,Coral Springs
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,Kentucky,Louisville
What are you most likely to do when you're stressed,Work-out,Connecticut,Guilford
What are you most likely to do when you're stressed,Work-out,Indiana,Frankfort
What are you most likely to do when you're stressed,Work-out,Colorado,Burlington
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Michigan,Charter Township of Clinton
What are you most likely to do when you're stressed,Work-out,Kentucky,Hazard
What are you most likely to do when you're stressed,Work-out,Florida,Richmond West
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Colorado,Grand Junction
What are you most likely to do when you're stressed,Work-out,Florida,North Miami
What are you most likely to do when you're stressed,Work-out,Indiana,New Albany
What are you most likely to do when you're stressed,Work-out,California,Los Angeles
What are you most likely to do when you're stressed,Work-out,Missouri,O'Fallon
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,North Carolina,Lumberton
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Michigan,Detroit
What are you most likely to do when you're stressed,Work-out,Alabama,Birmingham
What are you most likely to do when you're stressed,Work-out,Kentucky,Mount Washington
What are you most likely to do when you're stressed,Work-out,Colorado,Denver
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Illinois,Lisle
What are you most likely to do when you're stressed,Work-out,Ohio,Toledo
What are you most likely to do when you're stressed,Work-out,Florida,Margate
What are you most likely to do when you're stressed,Work-out,Colorado,Denver
What are you most likely to do when you're stressed,Work-out,Florida,Kendall
What are you most likely to do when you're stressed,Work-out,South Carolina,Columbia
What are you most likely to do when you're stressed,Work-out,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Work-out,Tennessee,Winchester
What are you most likely to do when you're stressed,Work-out,Florida,Coral Terrace
What are you most likely to do when you're stressed,Work-out,Ohio,Columbus
What are you most likely to do when you're stressed,Work-out,Illinois,Macomb
What are you most likely to do when you're stressed,Work-out,Louisiana,Benton
What are you most likely to do when you're stressed,Work-out,Wisconsin,Union Grove
What are you most likely to do when you're stressed,Work-out,Colorado,Thornton
What are you most likely to do when you're stressed,Work-out,Utah,Lehi
What are you most likely to do when you're stressed,Work-out,Virginia,Duffield
What are you most likely to do when you're stressed,Work-out,Ohio,Canton
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,Texas,(not set)
What are you most likely to do when you're stressed,Work-out,Virginia,Staunton
What are you most likely to do when you're stressed,Work-out,South Carolina,Summerville
What are you most likely to do when you're stressed,Work-out,District of Columbia,Washington
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Tennessee,Greeneville
What are you most likely to do when you're stressed,Work-out,Florida,Miami
What are you most likely to do when you're stressed,Work-out,Minnesota,Minneapolis
What are you most likely to do when you're stressed,Work-out,Georgia,Warner Robins
What are you most likely to do when you're stressed,Work-out,Washington,Seattle
What are you most likely to do when you're stressed,Work-out,Arkansas,Fayetteville
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Work-out,Alaska,Kenai
What are you most likely to do when you're stressed,Work-out,Oklahoma,Claremore
What are you most likely to do when you're stressed,Work-out,Florida,Davie
What are you most likely to do when you're stressed,Work-out,Ohio,Port Clinton
What are you most likely to do when you're stressed,Work-out,Alabama,Birmingham
What are you most likely to do when you're stressed,Work-out,Florida,Lauderhill
What are you most likely to do when you're stressed,Work-out,Massachusetts,Dracut
What are you most likely to do when you're stressed,Work-out,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Work-out,New Jersey,Flemington
What are you most likely to do when you're stressed,Work-out,New York,New York
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Florida,Saint Cloud
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Alabama,Enterprise
What are you most likely to do when you're stressed,Work-out,Washington,Wenatchee
What are you most likely to do when you're stressed,Work-out,New York,Potsdam
What are you most likely to do when you're stressed,Work-out,Utah,Provo
What are you most likely to do when you're stressed,Work-out,Georgia,Valdosta
What are you most likely to do when you're stressed,Work-out,Iowa,Keosauqua
What are you most likely to do when you're stressed,Work-out,Massachusetts,Groton
What are you most likely to do when you're stressed,Work-out,Idaho,Idaho Falls
What are you most likely to do when you're stressed,Work-out,Illinois,Mattoon
What are you most likely to do when you're stressed,Work-out,Louisiana,Houma
What are you most likely to do when you're stressed,Work-out,Minnesota,Roseville
What are you most likely to do when you're stressed,Work-out,Illinois,Springfield
What are you most likely to do when you're stressed,Work-out,District of Columbia,Washington
What are you most likely to do when you're stressed,Work-out,Florida,Miami
What are you most likely to do when you're stressed,Work-out,Alabama,Dothan
What are you most likely to do when you're stressed,Work-out,North Carolina,Charlotte
What are you most likely to do when you're stressed,Work-out,Washington,Tumwater
What are you most likely to do when you're stressed,Work-out,Maryland,Frostburg
What are you most likely to do when you're stressed,Work-out,California,Moreno Valley
What are you most likely to do when you're stressed,Work-out,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Work-out,Florida,North Port
What are you most likely to do when you're stressed,Work-out,Arizona,Casa Grande
What are you most likely to do when you're stressed,Work-out,Idaho,Boise
What are you most likely to do when you're stressed,Work-out,Colorado,Durango
What are you most likely to do when you're stressed,Work-out,Florida,Miramar
What are you most likely to do when you're stressed,Work-out,Alabama,Birmingham
What are you most likely to do when you're stressed,Work-out,New York,Rome
What are you most likely to do when you're stressed,Work-out,Kentucky,Bowling Green
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,Florida,Miami Gardens
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,Indiana,Warsaw
What are you most likely to do when you're stressed,Work-out,Arkansas,Benton
What are you most likely to do when you're stressed,Work-out,Florida,Miami Springs
What are you most likely to do when you're stressed,Work-out,Florida,The Hammocks
What are you most likely to do when you're stressed,Work-out,Wyoming,Powell
What are you most likely to do when you're stressed,Work-out,North Carolina,Charlotte
What are you most likely to do when you're stressed,Work-out,Maine,Falmouth
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,Florida,Sarasota
What are you most likely to do when you're stressed,Work-out,Florida,Miami
What are you most likely to do when you're stressed,Work-out,North Carolina,Rockfish
What are you most likely to do when you're stressed,Work-out,New Mexico,Albuquerque
What are you most likely to do when you're stressed,Work-out,North Carolina,Clinton
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Ohio,Columbus
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Illinois,Lisle
What are you most likely to do when you're stressed,Work-out,Utah,Payson
What are you most likely to do when you're stressed,Work-out,Kentucky,Louisville
What are you most likely to do when you're stressed,Work-out,Georgia,College Park
What are you most likely to do when you're stressed,Work-out,Wisconsin,Fort Atkinson
What are you most likely to do when you're stressed,Work-out,Minnesota,Minneapolis
What are you most likely to do when you're stressed,Work-out,Colorado,Ken Caryl
What are you most likely to do when you're stressed,Work-out,District of Columbia,Washington
What are you most likely to do when you're stressed,Work-out,Indiana,Charlottesville
What are you most likely to do when you're stressed,Work-out,Missouri,Linn
What are you most likely to do when you're stressed,Work-out,Washington,Shelton
What are you most likely to do when you're stressed,Work-out,Arizona,Tucson
What are you most likely to do when you're stressed,Work-out,Connecticut,Durham
What are you most likely to do when you're stressed,Work-out,Florida,Orlando
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,North Carolina,Wilmington
What are you most likely to do when you're stressed,Work-out,Florida,Miami
What are you most likely to do when you're stressed,Work-out,Colorado,Broomfield
What are you most likely to do when you're stressed,Work-out,New Jersey,Newark
What are you most likely to do when you're stressed,Work-out,Maine,Bangor
What are you most likely to do when you're stressed,Work-out,Connecticut,Meriden
What are you most likely to do when you're stressed,Work-out,Arizona,Gilbert
What are you most likely to do when you're stressed,Work-out,Washington,Kent
What are you most likely to do when you're stressed,Work-out,Wisconsin,Prairie du Sac
What are you most likely to do when you're stressed,Work-out,Georgia,Nashville
What are you most likely to do when you're stressed,Work-out,Oklahoma,Woodward
What are you most likely to do when you're stressed,Work-out,California,Red Bluff
What are you most likely to do when you're stressed,Work-out,Indiana,Mishawaka
What are you most likely to do when you're stressed,Work-out,California,San Francisco
What are you most likely to do when you're stressed,Work-out,Georgia,Lawrenceville
What are you most likely to do when you're stressed,Work-out,District of Columbia,Washington
What are you most likely to do when you're stressed,Work-out,Montana,Victor
What are you most likely to do when you're stressed,Work-out,Colorado,Colorado Springs
What are you most likely to do when you're stressed,Work-out,Florida,Miami
What are you most likely to do when you're stressed,Work-out,New Mexico,Albuquerque
What are you most likely to do when you're stressed,Work-out,(not set),(not set)
What are you most likely to do when you're stressed,Work-out,Montana,Billings
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Florida,Doral
What are you most likely to do when you're stressed,Work-out,Louisiana,Sulphur
What are you most likely to do when you're stressed,Work-out,North Carolina,Greenville
What are you most likely to do when you're stressed,Work-out,North Carolina,Cary
What are you most likely to do when you're stressed,Work-out,Alabama,Hazel Green
What are you most likely to do when you're stressed,Work-out,Oregon,Portland
What are you most likely to do when you're stressed,Work-out,California,South Lake Tahoe
What are you most likely to do when you're stressed,Work-out,Oklahoma,McAlester
What are you most likely to do when you're stressed,Work-out,Louisiana,Breaux Bridge
What are you most likely to do when you're stressed,Work-out,Virginia,Grundy
What are you most likely to do when you're stressed,Work-out,Pennsylvania,Norristown
What are you most likely to do when you're stressed,Work-out,Michigan,Grand Rapids
What are you most likely to do when you're stressed,Work-out,Georgia,Thomaston
What are you most likely to do when you're stressed,Work-out,New Jersey,Bridgewater
What are you most likely to do when you're stressed,Work-out,Oregon,Woodburn
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Connecticut,Guilford
What are you most likely to do when you're stressed,Work-out,Pennsylvania,Hampton Township
What are you most likely to do when you're stressed,Work-out,Georgia,Augusta
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Minnesota,Hutchinson
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Michigan,Rochester Hills
What are you most likely to do when you're stressed,Work-out,California,Los Angeles
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,Ohio,Columbus
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Michigan,Detroit
What are you most likely to do when you're stressed,Work-out,Virginia,Front Royal
What are you most likely to do when you're stressed,Work-out,Utah,Salt Lake City
What are you most likely to do when you're stressed,Work-out,Indiana,Indianapolis
What are you most likely to do when you're stressed,Work-out,Virginia,Rocky Mount
What are you most likely to do when you're stressed,Work-out,Washington,Seattle
What are you most likely to do when you're stressed,Work-out,Wisconsin,Whitewater
What are you most likely to do when you're stressed,Work-out,California,Los Angeles
What are you most likely to do when you're stressed,Work-out,Indiana,Wabash
What are you most likely to do when you're stressed,Work-out,Ohio,Piqua
What are you most likely to do when you're stressed,Work-out,Arizona,Phoenix
What are you most likely to do when you're stressed,Work-out,North Carolina,Charlotte
What are you most likely to do when you're stressed,Work-out,Colorado,Brighton
What are you most likely to do when you're stressed,Work-out,Texas,Bellaire
What are you most likely to do when you're stressed,Work-out,Washington,Longview
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Oregon,Portland
What are you most likely to do when you're stressed,Work-out,Florida,Miami
What are you most likely to do when you're stressed,Work-out,Florida,Dover
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Mississippi,Olive Branch
What are you most likely to do when you're stressed,Work-out,Kentucky,Louisville
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,California,Azusa
What are you most likely to do when you're stressed,Work-out,Vermont,Bradford
What are you most likely to do when you're stressed,Work-out,South Carolina,Summerville
What are you most likely to do when you're stressed,Work-out,Oklahoma,Goodwell
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Idaho,Post Falls
What are you most likely to do when you're stressed,Work-out,Michigan,Ithaca
What are you most likely to do when you're stressed,Work-out,Louisiana,New Orleans
What are you most likely to do when you're stressed,Work-out,Massachusetts,Boston
What are you most likely to do when you're stressed,Work-out,Minnesota,Chisago City
What are you most likely to do when you're stressed,Work-out,Tennessee,Nashville
What are you most likely to do when you're stressed,Work-out,Virginia,Christiansburg
What are you most likely to do when you're stressed,Work-out,Tennessee,Winchester
What are you most likely to do when you're stressed,Work-out,North Dakota,Williston
What are you most likely to do when you're stressed,Work-out,Florida,Miami
What are you most likely to do when you're stressed,Work-out,Arkansas,Paragould
What are you most likely to do when you're stressed,Work-out,Kentucky,Louisville
What are you most likely to do when you're stressed,Work-out,Texas,Garland
What are you most likely to do when you're stressed,Work-out,Missouri,Camdenton
What are you most likely to do when you're stressed,Work-out,Florida,Land O' Lakes
What are you most likely to do when you're stressed,Work-out,Texas,Fort Worth
What are you most likely to do when you're stressed,Work-out,California,Los Angeles
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Nebraska,Omaha
What are you most likely to do when you're stressed,Work-out,Louisiana,Destrehan
What are you most likely to do when you're stressed,Work-out,Colorado,Denver
What are you most likely to do when you're stressed,Work-out,Wisconsin,Necedah
What are you most likely to do when you're stressed,Work-out,Florida,Coral Terrace
What are you most likely to do when you're stressed,Work-out,Michigan,Holland
What are you most likely to do when you're stressed,Work-out,Ohio,Columbus
What are you most likely to do when you're stressed,Work-out,South Carolina,Columbia
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Virginia,Norfolk
What are you most likely to do when you're stressed,Work-out,Arkansas,Jonesboro
What are you most likely to do when you're stressed,Work-out,Colorado,Windsor
What are you most likely to do when you're stressed,Work-out,Massachusetts,Boston
What are you most likely to do when you're stressed,Work-out,Nebraska,Omaha
What are you most likely to do when you're stressed,Work-out,Wisconsin,Madison
What are you most likely to do when you're stressed,Work-out,Tennessee,Nashville
What are you most likely to do when you're stressed,Work-out,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Work-out,Georgia,Tifton
What are you most likely to do when you're stressed,Work-out,Connecticut,New Haven
What are you most likely to do when you're stressed,Work-out,Maine,Portland
What are you most likely to do when you're stressed,Work-out,Tennessee,Hendersonville
What are you most likely to do when you're stressed,Work-out,Texas,(not set)
What are you most likely to do when you're stressed,Work-out,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Work-out,North Carolina,New Bern
What are you most likely to do when you're stressed,Work-out,Oregon,Portland
What are you most likely to do when you're stressed,Work-out,New Jersey,Stafford Township
What are you most likely to do when you're stressed,Work-out,(not set),(not set)
What are you most likely to do when you're stressed,Work-out,Nebraska,Omaha
What are you most likely to do when you're stressed,Work-out,Texas,Frisco
What are you most likely to do when you're stressed,Work-out,Georgia,Warner Robins
What are you most likely to do when you're stressed,Work-out,Texas,San Antonio
What are you most likely to do when you're stressed,Work-out,Maine,Madison
What are you most likely to do when you're stressed,Work-out,Colorado,Denver
What are you most likely to do when you're stressed,Work-out,Alaska,Barrow
What are you most likely to do when you're stressed,Work-out,Colorado,Colorado Springs
What are you most likely to do when you're stressed,Work-out,Tennessee,Nashville
What are you most likely to do when you're stressed,Work-out,Pennsylvania,New Castle
What are you most likely to do when you're stressed,Work-out,New Jersey,Cliffside Park
What are you most likely to do when you're stressed,Work-out,Massachusetts,Worcester
What are you most likely to do when you're stressed,Work-out,New York,New York
What are you most likely to do when you're stressed,Work-out,Tennessee,Murfreesboro
What are you most likely to do when you're stressed,Work-out,Ohio,Orwell
What are you most likely to do when you're stressed,Work-out,Virginia,Blacksburg
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Pennsylvania,Phoenixville
What are you most likely to do when you're stressed,Work-out,Florida,Key West
What are you most likely to do when you're stressed,Work-out,Utah,Taylorsville
What are you most likely to do when you're stressed,Work-out,Texas,Mission
What are you most likely to do when you're stressed,Work-out,Washington,Vancouver
What are you most likely to do when you're stressed,Work-out,Texas,Bridge City
What are you most likely to do when you're stressed,Work-out,Rhode Island,Barrington
What are you most likely to do when you're stressed,Work-out,Texas,McAllen
What are you most likely to do when you're stressed,Work-out,Florida,Lake Butler
What are you most likely to do when you're stressed,Work-out,Georgia,Suwanee
What are you most likely to do when you're stressed,Work-out,(not set),(not set)
What are you most likely to do when you're stressed,Work-out,Florida,(not set)
What are you most likely to do when you're stressed,Work-out,District of Columbia,Washington
What are you most likely to do when you're stressed,Work-out,Florida,Fontainebleau
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,New Jersey,West New York
What are you most likely to do when you're stressed,Work-out,New York,New York
What are you most likely to do when you're stressed,Work-out,Arizona,Phoenix
What are you most likely to do when you're stressed,Work-out,Ohio,Columbus
What are you most likely to do when you're stressed,Work-out,Texas,Thorndale
What are you most likely to do when you're stressed,Work-out,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Work-out,Hawaii,Honolulu
What are you most likely to do when you're stressed,Work-out,Arizona,Marana
What are you most likely to do when you're stressed,Work-out,Washington,Seattle
What are you most likely to do when you're stressed,Work-out,Wisconsin,Fitchburg
What are you most likely to do when you're stressed,Work-out,Ohio,Seville
What are you most likely to do when you're stressed,Work-out,California,Los Angeles
What are you most likely to do when you're stressed,Work-out,Tennessee,Nashville
What are you most likely to do when you're stressed,Work-out,Colorado,Centennial
What are you most likely to do when you're stressed,Work-out,Massachusetts,Springfield
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Florida,Blountstown
What are you most likely to do when you're stressed,Work-out,Illinois,Waterloo
What are you most likely to do when you're stressed,Work-out,Louisiana,New Orleans
What are you most likely to do when you're stressed,Work-out,Washington,Everett
What are you most likely to do when you're stressed,Work-out,Florida,(not set)
What are you most likely to do when you're stressed,Work-out,North Dakota,Williston
What are you most likely to do when you're stressed,Work-out,Florida,Hialeah
What are you most likely to do when you're stressed,Work-out,Iowa,Keokuk
What are you most likely to do when you're stressed,Work-out,California,Los Angeles
What are you most likely to do when you're stressed,Work-out,North Carolina,Raleigh
